member_id,loan ,loan_amount,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
732478,20000,2000000,20000,19725,36 months,,11.12,B,B3,McCook Cold Storage,4 years,MORTGAGE,150000,Source Verified,n,> I am using the funds to restore a 1957 Chevy Bel-Air. Thank You for your consideration!<br/>,car,57 Chevy,601xx,IL,0.16,0,0,,,4,0,132,0.9,13,f,2723.71,0,0,0,0,,INDIVIDUAL,,87th week,0,,,,1
732573,4000,400000,4000,4000,36 months,BAT2974007,7.88,A,A5,holler honda,4 years,RENT,72000,Not Verified,n,,credit_card,Credit Card Payoff,328xx,FL,20.08,0,2,,,6,0,9652,55.2,28,f,191.81,0,0,0,0,,INDIVIDUAL,,39th week,0,,,,1
733407,13750,1375000,13750,13750,36 months,BAT2974007,16.45,E,E1,ymca,10+ years,MORTGAGE,38644,Verified,n,,home_improvement,improvement loan,342xx,FL,18.6,0,0,,,6,0,1477,73.8,7,f,1229.2,0,526.15,5.4,0,,INDIVIDUAL,,35th week,0,,,,0
733786,2400,240000,2400,2400,36 months,BAT2974007,14.72,C,C5,,n/a,MORTGAGE,16656,Not Verified,n,> I need to do some plumbing in my home.<br/>,home_improvement,home improvement,238xx,VA,11.1,0,1,,,3,0,4057,99,31,f,518.44,0,0,0,0,,INDIVIDUAL,,113th week,0,,,,0
733846,10000,1000000,10000,9750,60 months,,11.86,B,B5,wachovia,2 years,OWN,52000,Verified,n,> debt consolidation<br/>  > I have been in the banking industry for over 10years and I need these funds to pay off high interest personal loan which I have been paying on time for the last 4 years.  I have very deligently worked on building my credit and will continue to build on it.  My job is very stable and therefore will have no problems paying of this loan.<br/>,debt_consolidation,debt consolidation,330xx,FL,17.77,0,2,,107,7,1,2833,42.3,22,f,1162.78,0,726.82,85.77,0,,INDIVIDUAL,,61th week,0,,,,0
734013,3000,300000,3000,3000,36 months, ,10.75,B,B2,El Camino College,10+ years,RENT,150000,Not Verified,n,,debt_consolidation,debt consolidation,926xx,CA,23.04,0,0,,,8,0,88152,93.9,18,f,434.72,0,0,0,0,,INDIVIDUAL,,100th week,0,,,,1
734419,5000,500000,5000,4975,60 months,BAT5614983,13.23,C,C1,Suntronics  Inc,1 year,RENT,52000,Source Verified,n,,debt_consolidation,Debt Consolidation,770xx,TX,23.24,0,3,28,,6,0,13683,54.5,17,f,1397.82,0,0,0,0,,INDIVIDUAL,,143th week,0,,,,1
734433,13750,1375000,13750,13725,60 months,BAT2974007,18.67,F,F2,Yuma Regional Medial Center,10+ years,RENT,38000,Source Verified,n,,debt_consolidation,payoffthecards,853xx,AZ,18.14,0,1,,,3,0,808,80.8,12,f,6456.52,0,0,0,0,,INDIVIDUAL,,178th week,0,,,,1
734459,3500,350000,3500,3425,36 months,,11.49,B,B4,Telesoft Corp,10+ years,MORTGAGE,71000,Source Verified,n,,home_improvement,Home,853xx,AZ,11.41,1,0,19,,8,0,11225,56.7,22,f,631.08,0,0,0,0,,INDIVIDUAL,,135th week,0,,,,1
735016,4900,490000,4900,4900,36 months,BAT2974007,6.76,A,A2,Fox TV Studios,2 years,MORTGAGE,80000,Not Verified,n,,home_improvement,Home Improvement 2010,907xx,CA,8.38,0,3,,,15,0,8673,25.7,26,f,496.39,0,0,0,0,,INDIVIDUAL,,126th week,0,,,,1
735422,20000,2000000,20000,19900,36 months,BAT5614983,14.84,D,D1,Netbase,3 years,MORTGAGE,95000,Verified,n,"   > Purpose of loan:<br/>This loan will be used to pay off accumulated wedding debt and other credit card debt <br/><br/>My financial situation:<br/>I am now looking to consolidate some of the wedding and credit card debt my wife and I accumulated so we can remove debt from our lives for good. <br/><br/>Monthly net income: $5,550 (me) + $3,800 (wife) = $9,350<br/><br/>Monthly expenses: $5770 <br/>  Housing: $3,000 <br/>  Insurance: $130 <br/>  Car expenses: $690 <br/>  Utilities: $150 <br/>  Phone, cable, internet: $100 <br/>  Food, entertainment: $300 <br/>  Clothing, household expenses $200 <br/>  Credit cards and other loans: $800 <br/>  Other expenses: $400 (Life Insurance) <br/><br/>Combined income - Monthly Expenses $9,350 - 5,770 = $3,580<br/><br/>Which leaves my wife and I with plenty of money left over to pay this loan. Thank you for the consideration.<br/>",wedding,Consolidating wedding and cc debt,951xx,CA,16.67,0,1,51,,13,0,9069,37.7,25,f,4888.11,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
735474,19950,1995000,19950,19950,36 months,BAT3726927,6.24,A,A2,Legal Secretary,7 years,RENT,70000,Not Verified,n,,debt_consolidation,Debt consolidation,300xx,GA,17.45,0,0,,,6,0,24648,87.1,13,w,684.34,0,0,0,0,,INDIVIDUAL,,31th week,0,0,31500,28300,0
735598,8000,800000,8000,7725,60 months,BAT2974007,11.12,B,B3,The New York Times,8 years,RENT,152004,Verified,n,,other,Marsha Lending Club,100xx,NY,16.92,0,1,34,,9,0,502,16.2,38,f,1859.17,0,19.2,0,0,,INDIVIDUAL,,143th week,0,,,,0
735608,8500,850000,8500,8500,60 months,BAT5614983,15.58,D,D3,Tishman Construction,10+ years,MORTGAGE,72000,Verified,n,> My wife and I both have steady jobs and have been employed with our current employers for 10+(her)  and 15+(me) years. We are simply looking to consolidate some odds and ends debt so we can become debt free sooner.<br/>,debt_consolidation,Debt Consolidation Loan,082xx,NJ,20.18,0,0,,101,11,1,23361,84.6,18,f,3769.51,0,0,0,0,,INDIVIDUAL,,248th week,0,,,,1
735884,25000,2500000,25000,24795.28524,60 months,BAT5614983,13.98,C,C3,Ernst & Young,10+ years,MORTGAGE,220000,Verified,n,,debt_consolidation,Debt Consolidate/Home Improvement,201xx,VA,11.16,0,1,,,17,0,25409,45.9,46,f,9203.56,0,0,0,0,,INDIVIDUAL,,204th week,0,,,,1
736049,22000,2200000,22000,21725,36 months, ,7.88,A,A5,Yale University,9 years,MORTGAGE,55920,Verified,n,,debt_consolidation,Consolidation,067xx,CT,14.08,0,0,,,11,0,27298,34.5,28,f,2431.04,0,0,0,0,,INDIVIDUAL,,104th week,0,,,,1
736157,3600,360000,3600,3600,60 months, ,13.98,C,C3,Best Buy,2 years,RENT,22800,Source Verified,n,> Responsible Full-Time Student and Employee who need some extra money to have reliable transportation to and from work. Reliable income and great credit history.<br/>,car,Auto Loan,331xx,FL,4.84,0,0,,,4,0,3751,56,4,f,1276.64,0,0,0,0,,INDIVIDUAL,,248th week,0,,,,1
736276,15000,1500000,15000,14875,36 months,BAT5614983,11.12,B,B3,JP Morgan Chase,10+ years,RENT,55000,Verified,n,,debt_consolidation,MoldyBread,116xx,NY,18.37,0,3,43,,14,0,9895,45.4,25,f,2678.41,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
736515,5000,500000,5000,5000,60 months,BAT5614983,17.56,E,E4,,10+ years,OWN,80000,Source Verified,n,"   > borrowing against current vehicle that is owned free and clear<br/>  > We also own another 1/2 acre property free and clear, but have not been able to sell it as of yet.<br/>",car,drake loan 1,925xx,CA,9.38,0,5,,,8,0,36390,89.6,9,f,1934.15,0,180.98,1.6061,0,,INDIVIDUAL,,143th week,0,,,,0
736615,9600,960000,9600,9575,60 months, ,11.86,B,B5,Tierra Antigua Apartments,< 1 year,MORTGAGE,29500,Not Verified,n,,credit_card,Credit Card refinance,871xx,NM,8.83,0,4,,,5,0,3911,59.8,20,f,635.93,0,0,0,0,,INDIVIDUAL,,30th week,0,,,,0
736873,20000,2000000,20000,19775,36 months, ,7.88,A,A5,Social Security Administration,10+ years,MORTGAGE,138000,Verified,n,> This loan will be used to pay off a credit card and the rest will be banked so we will have funds for a prospective wedding(s). I have worked for the federal govt for 26 years and my spouse has worked for a bank for more than 20 years. Our household income is well over 200k but we live in a high cost area and we put our 2 daughters through college exhausting our savings. Our monthly income exceeds our expenses by almost 4k so we will have no problem repaying. We have never defaulted on any loans and are always on time with our mortgage payments of 1700 per month. Thanks for your consideration.<br/>,other,HG Loan,105xx,NY,9.16,0,0,,,11,0,12653,17.9,26,f,2519.66,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
737047,20000,2000000,20000,19608.18284,60 months,BAT5614983,16.82,E,E2,Cisco Systems,10+ years,MORTGAGE,290000,Verified,n,> This loan will help me consolidate my credit cards and have extra cash until my TAX return<br/>  > This loan will help consolidate some of my credit cards and provide additional cash until tax returns.   I have always paid all debit and have no late payments.<br/>  > My current debit to income ratio is 40%; I have been with my employer for 13years<br/>,credit_card,Debit consolidation,913xx,CA,11.17,0,1,,,13,0,29631,87.4,44,f,5218.79,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,0
737303,12500,1250000,12500,12275,60 months,BAT5614983,10.75,B,B2,Jones Lang LaSalle,10+ years,MORTGAGE,72600,Verified,n,"   > The requested funds will be used for a few credit card pay offs as well as some upcoming medical / dental expenses.  My husband and I have great credit, and never missed any loan payments for previous loans (mortgage, car payments).  I have been working for the same company for the last 11+ years, and am very secure in my position.<br/>",debt_consolidation,Debt Consolidation,018xx,MA,9.7,0,0,,,21,0,3998,3.7,50,f,3710.57,0,0,0,0,,INDIVIDUAL,,261th week,0,,,,1
737844,3500,350000,3500,3500,36 months,,13.61,C,C2,"Scott B Murray, DMD",4 years,RENT,54000,Source Verified,n,,debt_consolidation,Melodies Loan,932xx,CA,10.82,0,5,67,86,14,1,7331,67.9,23,f,679.33,0,89.54,0.84,0,,INDIVIDUAL,,104th week,0,,,,0
737901,16000,1600000,16000,15875,36 months,,10.38,B,B1,state of texas,10+ years,MORTGAGE,140000,Source Verified,n,,debt_consolidation,loan,779xx,TX,15.92,0,1,32,,12,0,9322,15.3,29,f,2673.99,0,0,0,0,,INDIVIDUAL,,148th week,0,,,,1
738280,5600,560000,5600,5600,36 months,BAT5614983,13.98,C,C3,,6 years,MORTGAGE,108041,Verified,n,"   > My reason for applying for this loan is to consolidate 2009 tax debt and unexpected medical expense debt.<br/><br/>In the last two quarters of 2009, my speech therapy practice grew faster than I had anticipated and I did not adjust my estimated tax payments accordingly. I ended up with $5,000 in tax debt. I had some savings to pay a large part  of this debt, but unfortunately my husband had to have an unexpected surgery in April, depleting our savings and leaving us with almost $2,000.00 in medical bills. I have made payment agreements with both the IRS and our medical provider but the monthly payments are putting very tight constraints on our monthly cash flow. I am looking to refinance this debt for a short term (36 months at much lower monthly payments) in order to create some space in our monthly cash flow and and allowing us to stay current on our 2010 quarterly estimated tax payments as well as build up savings for future unexpected expenses. This loan would not be additional debt, we are looking to convert some high monthly payments into more manageable monthly payments.<br/><br/><br/>My approximate monthly budget :<br/><br/>Income: $8,600.00 +/- (net of business expenses including health/dental insurance and tax withholding)<br/><br/>Mortgage $2,298.00<br/>Groceries $800.00<br/>Insurance (auto/life) $320.00<br/>Utilities: $650.00 (including internet &amp; cell phone)<br/>Auto/ Fuel $220.00<br/>Childcare: $400<br/>Credit Card Payments: $572.00<br/>Clothing/Personal Items/Personal Care $275.00<br/>Restaurants/Entertainment $125.00<br/>Education: $1800.00<br/>Medical $100.00<br/>Savings $200.00<br/>Other Non-Discretionary $250.00<br/><br/>IRS Tax Debt $500.00/mo<br/>Medical Debt (surgery) $300.00/mo<br/> <br/>These last two payments would be converted into a single $195.00 payment with this loan.<br/><br/>If I am able to reduce my combined IRS and Medical Debt to a much lower payment, that will enable me to run a positive cash flow once again.<br/><br/>I am aware of 2 late payments recorded on my credit report. These are a result of me not updating the accounts on 2 of my automatic payments in a timely manner when one my banks went in to receivership,(and was eventually taken over by another bank.) These accounts are now current. One was on a car payment that has since been paid off. The other was on a rarely used business credit card. I set up most of my payments on an automatic system. I will make sure all account information is up-to-date and accurate on all future automatic payments.<br/><br/><br/>I have had my private practice in speech therapy for over 5 years and have had over 5% growth in net income each year, with about 7% in 2009. Prior to my own practice I worked in the schools for over 5 years. Currently, speech therapists, both locally and nationwide are in high demand. The need is increasing while the number and size of graduate programs is limited. In other words, I am very employable, even without my own private practice.<br/>",debt_consolidation,DebtCon,980xx,WA,9.84,1,0,11,,9,0,35061,94.2,30,f,1286.33,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
738695,10000,1000000,10000,9950,60 months,,11.49,B,B4,The Boeing Company,2 years,MORTGAGE,82000,Verified,n,"   > The funds will be used to do some required remodeling at our new home.  What makes me a good borrower, is my credit history.  I have never been late, have no collections on any of the money I have borrowed.  My job is stable.  I am an engineer that specializes in structural analysis in the commercial aviation industry.  Total household income is over 160k.<br/>",home_improvement,Home Improvement Loan,908xx,CA,21.12,0,3,,,15,0,17547,51.8,43,f,3167.74,0,0,0,0,,INDIVIDUAL,,261th week,0,,,,1
739479,15000,1500000,15000,14946.22469,36 months,BAT5614983,7.88,A,A5,"EDIFY, LLC",8 years,MORTGAGE,118000,Verified,n,"   > This loan will be used for the start up costs of a real estate office in West Boca Raton, Florida.  Our primary broker wrote the short sale course for the state of Florida and we already have several high production brokers that will be joining our team at inception.  This loan will be used to assist in funding the equiping of the office and the purchase of start up collatoral materials.<br/>",small_business,Business Loan,333xx,FL,8.22,0,0,,,10,0,10985,13.5,17,f,1781.69,0,0,0,0,,INDIVIDUAL,,122th week,0,,,,1
739493,9500,950000,9500,9400,36 months,BAT5614983,7.51,A,A4,Oxbo International,4 years,RENT,61000,Not Verified,n,"   > We are applying for this loan to pay off our current lending club loan, one credit card, and our car.<br/>",debt_consolidation,Debt Consolidation,982xx,WA,16.82,0,0,,,8,0,2752,17.8,15,f,936.83,0,0,0,0,,INDIVIDUAL,,109th week,0,,,,1
740425,16750,1675000,16750,16481.05511,60 months,BAT5614983,16.45,E,E1,American Home Mortgage Servicing Inc,1 year,RENT,43867,Verified,n,"   > My object is to get my credit cards consolidated into 1 payment.  I would like to eventually purchase a home, but I need to work on my debt first.  I thank you for the consideration.<br/>  > I would like to add that paying this loan will be easier since my daughter has started Kindergarten this year.  I no longer have to pay for daycare (which was very expensive).  I now only pay for after school care at the school (which is alot cheaper).<br/>",debt_consolidation,Debt Consolidation,750xx,TX,21.61,0,0,76,,12,0,24013,79.8,23,f,4410.71,0,17.4,0,0,,INDIVIDUAL,,96th week,0,,,,0
740487,10000,1000000,10000,9740.328721,36 months, ,7.14,A,A3,McLaren Regional Medical Center,4 years,RENT,51996,Not Verified,n,,other,Wedding,485xx,MI,15.28,0,1,44,,10,0,2400,8.9,36,f,556.51,0,0,0,0,,INDIVIDUAL,,74th week,0,,,,1
740603,15000,1500000,15000,14811.90916,60 months,BAT5614983,15.21,D,D2,kl distributor,10+ years,MORTGAGE,80000,Source Verified,n,"   > To whom it may cocern, Iam a reliable and honest person looking to finish a bathroom and misc remodel of my home. I have been employed here at KL dist for the past 16 years. Iam a life long Alaskan.....I believe that I would be a rock solid investment.....please review my credit history! let me know if you have any questions.....Thank you for your consideration<br/>  > I have every intention on having this loan payed off within 3 years, I receive yearly bonus checks that I will apply to this loan.......I have done a complete remodel on the home except the bathroom and a few finishing touches which Iam hoping to have completed by winter.....Thanks<br/>  > I just wanted to say Thank You to those that have invested, it is much appreciated!<br/>  > Thank You! to those that have invested, I feel that I should be able to complete my home projects for $10,000.00 I have had some contacts that have helped with labor thus helping lower the overall cost. Its coming along very well and like I said in past emails this will be a solid investment and I appreciate all of your support.........Thanks WK<br/>  > Just checking in and I wanted to thank everyone that has invested in my future and my home....Thank You!<br/>",home_improvement,bathroom remodel,995xx,AK,11.47,0,0,41,,8,0,795,5.3,20,f,6484.03,0,0,0,0,,INDIVIDUAL,,261th week,0,,,,1
740877,5000,500000,5000,4950,36 months,BAT5614983,7.88,A,A5,WalMart,10+ years,RENT,35000,Verified,n,,credit_card,Credit card refinance,857xx,AZ,5.73,0,2,,110,11,1,6912,14.3,17,f,404.46,0,0,0,0,,INDIVIDUAL,,65th week,0,,,,1
740952,10000,1000000,10000,9730.26659,60 months,BAT5614983,16.32,D,D5,indian valley ymca,3 years,RENT,48000,Source Verified,n,,debt_consolidation,debt payoff,189xx,PA,7.3,0,2,,,6,0,10019,74.2,12,f,2612.83,0,426.32,4.03,0,,INDIVIDUAL,,96th week,0,,,,0
741218,6075,607500,6075,6075,36 months,BAT5614983,11.86,B,B5,wolf camera and image,5 years,OWN,37000,Not Verified,n,"   > I am hoping to pay off my high interest credit cards.  I been tracking my account balances for 1 year now and I see them not going down as much as I would like.  With the combination of all the monthly payments I am making, It is easier for me to refinance them into one smaller payment.   I plan to pay this loan off sooner then the 36 months.  in less then 6 months I will not have a car payment, my plans are to pay this in 19 months.   If you have any questions please let me know.   Thank you<br/>",credit_card,credit Sept 2010,800xx,CO,20.72,0,2,73,98,14,1,10707,46.8,20,f,1170.12,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
741806,6000,600000,6000,5975,36 months,BAT5614983,13.98,C,C3,All Star Automotive,6 years,MORTGAGE,52800,Not Verified,n,,debt_consolidation,debt consulidation,652xx,MO,21.23,0,1,,,13,0,2438,17.5,21,f,1376.94,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
741856,8500,850000,8500,8450,60 months,BAT5614983,11.12,B,B3,Pampa regional medical center,2 years,RENT,57000,Not Verified,n,> I am wanting to purchase a truck and will carry full coverage insurance to cover any unforeseen loss. My bills always take top priority and have never been on any collection agencies list. Thank you for your consideration.<br/>,car,Buying a used truck,790xx,TX,14.42,0,0,24,,19,0,3646,21.1,33,f,2030.26,0,0,0,0,,INDIVIDUAL,,148th week,0,,,,1
741958,5000,500000,5000,5000,36 months,,16.32,D,D5,,2 years,OWN,25000,Source Verified,n,"   > Hello, all investors .....<br/><br/>I am young professional with some credit card debt containing a high interest rate. I finished college in july, and I am now working full time.<br/>I have never been late or missed any payments ever in my life.<br/>My credit is excellent.<br/>",credit_card,NEED HELP,122xx,NY,20.02,0,0,,,6,0,8548,73.7,7,f,500.26,0,186.85,1.98,0,,INDIVIDUAL,,35th week,0,,,,0
742698,12000,1200000,12000,11975,36 months,BAT5614983,11.86,B,B5,State of Alabama,2 years,OWN,42240,Not Verified,n,"   > I plan on using this loan to pay off all my debt and have one simple payment.  My goal is to become debt free once this is completed.  I have a stable government job and own my home, with no other payments or debts beside normal living expenses.<br/>",debt_consolidation,Personal Loan,355xx,AL,11.45,0,2,,,18,0,12589,29.1,29,f,2310.98,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
743224,10000,1000000,10000,10000,36 months,BAT5614983,7.14,A,A3,Lockheed Martin,4 years,RENT,67202,Source Verified,n,> Job transfer from NY to GA.  Loan will be used to offset costs associated with selling primary residence in NY and buying residence in GA.  Most of the loan will be repaid when money currently paid in escrow is refunded by Mortgage company; the rest will be paid out over three years.<br/>,moving,Moving Expenses,300xx,GA,9.64,0,1,,,19,0,798,6.3,27,f,527.1,0,0,0,0,,INDIVIDUAL,,43th week,0,,,,1
743349,1800,180000,1800,1800,36 months,,6.76,A,A2,The Home Depot,6 years,MORTGAGE,28500,Verified,n,,credit_card,Credit Card Payoff,800xx,CO,1.01,0,1,,,5,0,888,17.8,22,f,85.9,0,0,0,0,,INDIVIDUAL,,56th week,0,,,,1
743566,2075,207500,2075,2075,36 months,,7.88,A,A5,rubyroom,4 years,MORTGAGE,20400,Not Verified,n,,medical,mother,606xx,IL,17.06,0,2,,,12,0,11521,56.9,17,f,246.58,0,0,0,0,,INDIVIDUAL,,122th week,0,,,,1
743603,7000,700000,7000,7000,36 months,BAT5614983,14.72,C,C5,Pro Reps West,3 years,MORTGAGE,65000,Verified,n,> This Loan is to pay off a American Express bill. The Charges on the account were to pay for College expenses because her student loan didn't fund in time.<br/>,debt_consolidation,School Payment,890xx,NV,9.91,0,2,,,3,0,349,87.2,5,f,1698.6,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
743909,3000,300000,3000,3000,36 months,BAT5614983,13.23,C,C1,Wolverine Human Services,4 years,OWN,28000,Source Verified,n,> Business Loan-with on time payments-budgeting 300 dollars a month<br/>,small_business,Business,486xx,MI,15.6,0,4,,,19,0,4171,21.1,25,f,650,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
744095,10000,1000000,10000,10000,36 months,BAT5614983,14.84,D,D1,Hunter PR,1 year,RENT,25320,Source Verified,n,"   > I want to start my own film/video post-production small business, therefore I will need to invest in advanced courses for editing and then taking certification exams, and also upgrading my editing hardware and software suite.<br/>  > I really enjoy editing films &amp; videos on the side so I figured why not turn this passion into something more fulltime?  Thus, I want to become an even more professional and tech-savvy editor by starting my own small-scale post-production house.  And to start, I would need to take further courses on Final Cut Pro and Avid, then get the certification exams after.  I am also hoping to upgrade my editing hardware and software suite with the recent demand of editing projects for commercials and music videos.<br/>  > I just wanted to sincerely thank everyone who has made a loan contribution thus far.  I have been commissioned to shoot and edit a music video for a very respected and award-winning singer/songwriter so all your assistance is definitely going to make a HUGE difference.  Thanks a lot again!<br/>",small_business,Small Business Loan,100xx,NY,14.74,0,1,,,5,0,9256,97.4,12,f,476.75,17.23601249,412.74,4.03,0,,INDIVIDUAL,,17th week,0,,,,0
744229,10000,1000000,10000,9975,36 months,BAT5614983,10.75,B,B2,Family Eye Care Center,2 years,MORTGAGE,36000,Not Verified,n,,credit_card,Credit Cards,559xx,MN,21.43,0,1,,,13,0,13730,35.7,34,f,1740.09,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
744330,3600,360000,3600,3600,36 months,BAT5614983,7.51,A,A4,Department of the Navy,2 years,RENT,55000,Not Verified,n,> Stable federal government employee seeking loan to consolidate credit cards into one monthly payment.<br/>,debt_consolidation,Credit Card Consolidation,919xx,CA,18.7,0,0,,,6,0,1953,17,18,f,22.8,0,0,0,0,,INDIVIDUAL,,4th week,0,,,,1
744372,11500,1150000,11500,11500,60 months,BAT5614983,15.58,D,D3,Intel,4 years,MORTGAGE,71000,Verified,n,,credit_card,Credit Card Consolidation,852xx,AZ,24.66,0,0,,,10,0,31452,84.1,14,f,4322.66,0,1246.8,97.4799,0,,INDIVIDUAL,,170th week,0,,,,0
744420,20000,2000000,20000,19994.57171,36 months,,11.12,B,B3,Comm of VA-LTD,n/a,OWN,60000,Verified,n,,debt_consolidation,bill consolidation,231xx,VA,9.12,0,1,,117,10,1,17410,41.9,22,f,2990.49,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,1
744548,15250,1525000,15250,15000,60 months,BAT5614983,10.75,B,B2,David J. Powers  and  Associates,9 years,MORTGAGE,90000,Verified,n,"   > Over the last year I have been helping my immediate family members financially and, as a result, have incurred credit card debt.  I would like to consolidate as much of the debt as possible to pay it down faster and allieve myself of the debt.  I have an excellent credit rating that I work very hard to maintain and always pay my bills early and, on credit cards, always pay substantially more than the minimum due.  My job is very stable (I just had an excellent yearly review) and I love what I do for a living.  Aside from the situation with my family, I do my best to live within my means.  I love sales and clipping coupons and am doing everything I can to ensure a successful financial future for myself.  This loan will help me continue to provide for myself and be a productive member of my community.<br/>  > I would like to note that the 3-year term originally offered was completely manageable financially, but I opted to try for the 5-year term to allow myself a little more flexibility in paying other expenses and to put more money in savings.<br/>",debt_consolidation,Debt Consolidation,951xx,CA,17.04,0,1,,,10,0,107516,42.4,30,f,3801.44,0,0,0,0,,INDIVIDUAL,,182th week,0,,,,1
744722,5000,500000,5000,5000,60 months,BAT5614983,10.75,B,B2,"Knapp I.T., Inc.",3 years,MORTGAGE,65000,Verified,n,"   > I'd like to take advantage of the green energy tax credit, as well as reduce my heating bills for the winter by insulating my roof and exterior walls.  I am a responsible homeowner and have not made any late payments on any debts.<br/>",home_improvement,Basement and insulation,198xx,DE,20.68,0,2,,,7,0,11490,41.2,15,f,1484.41,0,0,0,0,,INDIVIDUAL,,261th week,0,,,,1
744960,10000,1000000,10000,10000,36 months,BAT5614983,10.75,B,B2,Apria Healthcare,2 years,MORTGAGE,65000,Verified,n,> We would like to consolidate our credit cards and pay them off in 3 years instead of making the minimum payment.<br/>,debt_consolidation,Debt Consolidation,992xx,WA,14.82,0,0,79,,6,0,11363,39,33,f,263.11,0,0,0,0,,INDIVIDUAL,,17th week,0,,,,1
745158,4900,490000,4900,4800,60 months,BAT5614983,7.88,A,A5,General Revenue Corporation,3 years,MORTGAGE,25200,Verified,n,"   > This loan is designed to pay off a credit card. I needed a new roof and used the money that would have paid off the card for the roof. I have enough to pay most of the balance off, but I do not want to touch my emergency savings.<br/>",credit_card,Card Refinance,148xx,NY,16.67,0,1,,,16,0,12016,28.4,46,f,955.06,15,230.33,2.094200002,0,,INDIVIDUAL,,196th week,0,,,,0
745453,2400,240000,2400,2400,60 months,,7.51,A,A4,Lowe's Inc,5 years,MORTGAGE,65004,Verified,n,"   > Hello everyone.  I'm looking to purchase a motorcycle from a good friend of mine...nothing fancy or expensive.  I've never had a late payment in my life (as my credit score shows) and I've worked for the same company for 5 years.  I understand this isn't a large amount of money to invest in, but the risk is also extremely low.  Thanks for your consideration.<br/>",other,Bike,067xx,CT,16.23,0,2,,,13,0,15926,31.3,46,f,476.82,0,0,0,0,,INDIVIDUAL,,226th week,0,,,,1
745938,4800,480000,4800,4800,36 months, ,11.49,B,B4,chase,1 year,RENT,34000,Source Verified,n,,credit_card,credit card debt,329xx,FL,21.85,1,0,13,,8,0,4864,23.7,9,f,895.38,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
746231,8000,800000,8000,8000,36 months,BAT5614983,10.75,B,B2,Price Chopper,3 years,RENT,18000,Source Verified,n,,major_purchase,Silverleaf,120xx,NY,13.6,0,1,,,3,0,4277,49.2,6,f,464.43,0,302.25,3.12,0,,INDIVIDUAL,,35th week,0,,,,0
746277,6000,600000,6000,5975,36 months,BAT5614983,14.84,D,D1,24 hour fitness,8 years,RENT,55000,Source Verified,n,,wedding,wedding loan,773xx,TX,11.28,0,1,44,,16,0,1026,60.4,20,f,1452.82,0,0,0,0,,INDIVIDUAL,,148th week,0,,,,1
746398,12000,1200000,12000,11975,36 months, ,7.88,A,A5,First Baptist Church,10+ years,MORTGAGE,60000,Not Verified,n,> This loan will be used to consolidate debt into a three year plan to be debt free.<br/>,debt_consolidation,Personal,365xx,AL,10.14,1,1,6,,19,0,26519,35.7,52,f,1511.81,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
746489,18000,1800000,11850,11521.80508,60 months,BAT1755192,16.32,D,D5,Associatye Insurance Agency,10+ years,OWN,120000,Source Verified,n," > This loan will be used to buy computers, printer and business software<br/>to enhance my income in my already income producing business (partime) which will bring close to 7000 additional income<br/>  > 1. to buy competer, printers and software, do the office remodeling in my<br/>home and additional office equipment etc<br/>2 I am a responsible person, take care of debts and enough income to support the monthly payment on this debt.<br/>3. Monthly net income                                  $ 7,594.00<br/>     expenses               <br/>   1.        Rent                      $750.00<br/>   2.    Gasoline                     475.00<br/>   3.    Utilies                         550.00<br/>   4Telephone                       150.00<br/>   5. Credit card bill               360.00<br/>   6. Misc                             150,00<br/>    total        monthly                          2 ,435.00                                    <br/>4.  I am on this job more than 10 yrs and likelyhood of its continuation is<br/>more than excellen.t<br/>  > E mail has been varified<br/>and Bank account has been varified<br/>  > E mail has been varified<br/>and Bank account has been varified<br/>  > New loan no is 598033<br/>and still in funding status<br/>thank you<br/>email and bank has been varified<br/>  > this loan is very profitale for the investos<br/>there is no chance of default in any way or shap<br/>",major_purchase,Major Purchase,775xx,TX,2.87,0,5,77,,4,0,14514,91.9,11,f,4933.48,0,673.79,6.500000003,0,,INDIVIDUAL,,187th week,0,,,,0
